style,category,values
dwarven,site_first,Forge|Oath|Hammerfall|Boiler|Ore|Chainbound|Clinker|Sluicegate|Rivet|Smelter
dwarven,site_second,Annex|Line|Register|Crawl|Vault|Gallery|Underhall|Bench|Cut|Forge
dwarven,public_place,the chain vaults|the ore roads|the dead forges|the gear halls|the lower mint|the iron annex
dwarven,public_motif,hammer echo|greased stone|burned brass|ore dust|counterweight chain|dead steam|lock runes|wage chits
dwarven,recruit_target,salvagers who know the lift schedule better than the dead|disgruntled smiths hiding from both camps|a chain foreman willing to sell the route to the last forge|lamp boys who know which gates still answer a shove
dwarven,treasure_objective,haul out a pay chest before the lock quarter wakes|take the richest mint plate still left below|leave with enough wage iron to hire a bigger crew|rob the charter vault before the claim-jumpers catch up
demonic,site_first,Charnel|Gospel of Ash|Lash|Votive|Corpse-Light|Widow's|Ashen Red|Scourged|Pall|Bell of Blood
demonic,site_second,Undercrypt|Court|Vault|Aisles|Reliquary|Steps|Sanctum|Road|Pit|Halls
demonic,public_place,the lower altars|the red underways|the chapel pit|the heretic vault|the ash aisles|the blood chapel
demonic,public_motif,burned prayer|coffin nails|red wax|grave ash|hooked chains|blood bowls|black vestments|funeral smoke
demonic,recruit_target,shaking novices with one secret door between them and death|pallbearers who hate the lower priesthood|grave apostates ready to sell the altar keys|tallow thieves who know which rite rooms are empty at night
demonic,treasure_objective,steal the best black tithe and survive touching it|come back with a forbidden object no priest will identify in daylight|loot the deepest offering vault before the rite completes|take something sacred to the wrong god and get away with it
rooted,site_first,Green Hollow|Nettle|Bogroot|Ratsbane|Vinebound|Cellar|Ditch|Black Moss|Bramble|Undergarden
rooted,site_second,Steps|Ways|Yard|Shrine|Store|Gallery|Crypt|Hollows|Vaults|Courts
rooted,public_place,the root maze|the cellar dark|the moss roads|the briar underways|the undergarden|the rot vault
rooted,public_motif,wet soil|rotted petals|worm-cast earth|moss smoke|thorn shadow|cellar mold|bitter sap|fungal bloom
rooted,recruit_target,burrowers who want a safer hole than the cult allows|root hunters who can smell the big thing coming|mushroom folk who value knives over sermons|one cellar guide who knows where the dry rooms still are
rooted,treasure_objective,drag the tax silver out before the roots find it again|come back with rare spores and something heavier|loot the dry cellar behind the shrine roots|take the best hidden cache before the burrowers strip it clean
frost,site_first,Rimebound|Ice Bell|Barrow|Hoarfrost|Winter Road|Frozen|Ash-Snow|Coldwatch|White Lantern|Deep Winter
frost,site_second,Choir|Road|Undervault|Yard|Aisles|Watch|Vault|Passage|Crypt|Hall
frost,public_place,the cold aisles|the white vaults|the burial roads|the winter cells|the grave hall|the frost roads
frost,public_motif,thawed blood|grave candles|rimed cedar|winter cloth|ice bells|snow hush|frozen incense|cold iron
frost,recruit_target,grave robbers who just want one warm room and a route out|winter exiles holding a defensible stair|a thaw priest who knows which seals answer heat|one frightened heir willing to trade keys for survival
frost,treasure_objective,leave with noble silver before the cold takes your fingers|pull one barrow hoard out before the rival crews do|claim the winter tribute cache and run for warmth|rob the coldest vault for the richest dead
reliquary,patron_role,grave factor|parish widow|funeral clerk|lamp porter|saint-broker|relic widow|mourning aunt|bell house keeper
caverns,patron_role,shell buyer|dock widow|eel trapper|river toll collector|storm ferryman|night porter|net widow|mud broker
dwarven,patron_role,claim widow|mint porter|boiler clerk|ore tallyman|gearwright's heir|haul widow|chain broker|smelter's nephew
demonic,patron_role,undertaker's wife|wake-broker|sin seller|chapel debtor|grave aunt|mourning clerk|bier captain|death notary
rooted,patron_role,ditch widow|market gardener|graveyard child grown older|fungus dealer|garden porter|herb debt collector|root broker|marsh midwife
frost,patron_role,grave widow|snow runner|fur clerk|winter undertaker|cold almoner|barrow broker|ice porter|mourning guide
reliquary,faction_culture,processional scavengers living among the dead|broken shrine loyalists with ritual habits intact|bell-haunted squatters who treat relics as currency|grave opportunists hiding behind thin piety|starved candle-keepers turned territorial|funeral thieves who know every side stair|mourners armed by necessity and superstition|underchapel holdouts convinced the shrine is still theirs
reliquary,faction_loadout,hook spears and soot-black chapel masks|lamp hooks heavy censers and relic knives|grave spades short bows and prayer cords|bell hammers bucklers and patched vestments|lantern shields iron pokers and waxed cloaks|processional poles crowbars and chipped mail|nail clubs rope snares and saint tokens|crossbows hidden under funeral cloth
reliquary,faction_tactic,prefer chokepoints and ambush bells|fall back toward relic rooms and strike from cover|threaten first then swarm the isolated|split intruders with barred doors and lamp smoke|trade ground for a better murder angle|fight hardest near bells shrines and dead ends|raid by night and vanish through side stairs|use processional routes to circle behind intruders
reliquary,monster_family,corpse moths|ossuary rats|lamp geckos|grave spiders|relic leeches|ash crows|saint-house ferals|crypt lice
reliquary,monster_role,swarmers|lurkers|scavengers|nesters|ambushers|torch-hunters|bone-gnawers|carrion thieves
reliquary,monster_trait,drawn to wax and blood|nest in warm reliquaries|scatter at bells then return in force|strip corpses in patient silence|cling to rafters above shrines|trail mourners by smell|breed in bone dust and cloth|swarm the weak and half-conscious
reliquary,monster_sign,wax-smeared tracks across altar stone|tiny bones stacked under pews|black wing-dust on the floor|chewed prayer cords and gnawed leather|filthy nesting in the bell housings|sudden silence overhead|droppings mixed with candle scraps|half-cleaned corpses behind screens
reliquary,trap_telegraph,the room is too tidy and the bones lie only where a warning would help|scorch marks cut rope ends and a suspicious absence of loose debris show old resets|the floor is cleaner than the corridor and the walls bear impact scars at chest height|someone scratched pleas for caution into plaster no one living still reads aloud|every easy route is a little too easy and the safe route looks inconvenient on purpose|fresh air moves where no open passage should allow it and the dead cluster short of the center|the lamp smoke hangs oddly as if something above or below still breathes through the stone|a handful of old coins lie where greed would put a body at exactly the wrong spot
reliquary,trap_trigger,when the wrong bell is pulled the chamber commits instantly|when weight gathers on the central aisle the old mechanism wakes|when someone forces the obvious door the real danger begins|when blood or heat touches the shrine face the trap arms itself|when the brass latch is tried in haste the room answers like a judge|when the group bunches up beneath the gallery the kill sequence starts|when a relic is lifted without the counterweight paid the floor gives way|when the prayer rope is cut or tugged in the wrong order the chamber seals
reliquary,trap_payload,blades shutters and falling iron reduce the room to a timed slaughterhouse|the floor sections drop in sequence and sort the living by luck rather than wit|a rain of hot ash and broken brass punishes anyone who hesitates in the open|the ceiling drops not all at once but enough to herd prey into the true killing line|swinging weights turn the aisle into a pendulum maze with no safe speed|locked side doors force survivors toward the one route already chosen for them|a hidden drop opens into iron ribs devotional spikes and no easy climb back|the trap turns noise against the intruders and makes panic worse than the first mistake
reliquary,trap_aftermath,survivors are split deafened and easy prey for anything listening nearby|whoever lives is driven into side stairs built for pursuit not escape|the room becomes a death memory the party must cross again if they mean to finish the delve|a failed crossing leaves gear scattered just far enough away to tempt a second mistake|the chamber punishes rescue attempts almost as viciously as the first trigger|anyone who survives learns the route only after paying for it in blood or gear|the dead left here are warning enough unless greed teaches the lesson again|the room does not reset cleanly and becomes worse stranger and less predictable
reliquary,puzzle_device,bell frame|saint statue array|candle rack|confessional slider wall|vestry lock wheel|choir stall panel|ciborium dial|reliquary cabinet
reliquary,puzzle_input,saint masks|different bell pulls|weights of ash and bone|votive candles in strict count|named confession slips|relic fragments by rank|liturgical symbols|saint sigils turned by hand
reliquary,puzzle_logic,matching the dead to the right office|repeating a funeral order without error|balancing sin against offering|following a rite whose missing step is obvious only in context|aligning icons to a processional path|reading hierarchy from damage and wear|using silence not force as the final key|treating the shrine like a machine built by priests
reliquary,puzzle_result,it opens a side route the clergy used in private|it hushes a bell ward and reveals the safer crossing|it uncovers a hidden niche or secondary altar|it changes which doors in the room are real|it shuts down one danger long enough to pass|it exposes a reliquary compartment or hidden stair|it reveals what the shrine was protecting from its own keepers|it rewires the route through the surrounding rooms
caverns,faction_culture,ropeway scavengers hardened by wet hunger|cave folk who treat dry stone as inherited wealth|smugglers holding the last workable crossings|fungus herders who think in breeding cycles not seasons|waterline raiders who live above flood marks|mud-dwellers who value warmth over anything holy|shelf claimants shaped by bad footing and worse sleep|under-river outcasts who trust ropes more than people
caverns,faction_loadout,wet rope clubs fish spears and oilskin wraps|barbed hooks throwing stones and patched nets|short bows tarred knives and climbing claws|boat hooks shell shields and fungus lanterns|gorge spikes eel knives and knotted cords|harpoons split shields and cork-floats|bone javelins wicker bucklers and cave chalk|crosslines weighted nets and salvage blades
caverns,faction_tactic,cut ropes before they cut throats|try to drown intruders instead of meeting them cleanly|harass from higher shelves then vanish|lure enemies onto bad footing and let the cave finish them|retreat through water no heavy fighter wants to enter|guard the dry routes but raid the wet ones|attack whoever carries the best light first|use noise and echoes to fake better numbers
caverns,monster_family,cave crabs|eel packs|fungus toads|blind gulls|mud lizards|water beetles|silt leeches|bat swarms
caverns,monster_role,swarmers|lurkers|wall-clingers|ripplers|carrion feeders|pool-nesters|dark scavengers|flood followers
caverns,monster_trait,drawn to fresh light and spilled oil|follow vibrations through stone and water|hide in fungus beds until disturbed|strip bait caches in minutes|breed wherever warm water meets rot|cling above crossings and drop without warning|gather after any drowning|own the smallest cracks and worst footing
caverns,monster_sign,shed skins stuck to wet stone|chewed fishbones near a dry shelf|ripples where no current should move|clusters of pale eggs under a ledge|guano rain on supposedly clean ground|gnawed rope and slime trails|crab shells crushed by something larger|foul nests in old cargo crates
caverns,trap_telegraph,the driest path looks unnaturally preserved while the safer stone is ugly and broken|rope anchors are newer than the ruin around them and the old ones failed for a reason|water stains stop in lines too straight to be natural|a dead lantern and a snapped line sit exactly where a warning would be least believable|the ledge offers easy footing only where the drop would be worst|bones collect at the still point of the room not where the current now runs|the chamber sounds hollow under a layer of silt too thin to trust|the only handhold that looks strong was clearly replaced by someone who wanted one more victim
caverns,trap_trigger,when weight crosses the prettiest shelf the whole room changes level|when a rope is trusted cut or reweighted the trap chooses its moment|when the pump or sluice is touched the chamber commits to drowning everything inside|when the bait cache is opened the safe footing vanishes first|when the group crowds a ledge the wall itself starts to move water|when someone reaches for the obvious climb the hidden current takes over|when a bell chain or ferry latch is handled in haste the kill flow begins|when too much light reaches the waterline the chamber wakes its oldest defense
caverns,trap_payload,water turns the room into a conveyor of bodies and sharp stone|a false floor a side-current and a narrow exit make panic the deadliest part|the safe shelf becomes the kill shelf as the room floods from an unseen seam|victims are pinned swept or dropped into positions where rescue is harder than survival|the chamber uses suction tilt and darkness to make one mistake enough|a concealed gate releases debris old stakes and black water in one murderous rush|what looks like a fall becomes a drawn-out drowning with no clean handhold|the room kills by turning movement itself into the weapon
caverns,trap_aftermath,survivors are soaked split up and carrying less fire than they went in with|the room leaves bodies visible but retrieval dangerous enough to kill the loyal too|escaping it teaches the map at the cost of gear rope or blood|anyone who survives is forced into colder wetter ground than before|the cave remembers the disturbance and sends predators to investigate fast|the crossing can still be used later but only by people who respect exactly why it is feared|what the trap spares the cave's own scavengers tend to finish|the room remains a problem even solved because the flood changed nearby routes
caverns,puzzle_device,sluice rack|echo pillar|tide wheel|rope bridge array|shell-lock niche|water organ|floodgate braces|stone marker line
caverns,puzzle_input,river marks|pearl sockets|counterweights|specific rope tensions|sound patterns|floating tokens|water levels|chalk route signs
caverns,puzzle_logic,matching the cave's natural flow instead of fighting it|reading the old smugglers' shortcuts from wear and algae|working with echo and delay rather than sight|balancing route safety against rising water|finding the only tension that keeps the bridge honest|understanding which markers were warnings and which were directions|treating the cave like a machine carved by water|noticing that the correct answer changes with depth and weight
caverns,puzzle_result,it lowers the water enough to expose a true route|it reveals a dry shelf otherwise mistaken for cave wall|it turns off one current long enough to cross|it opens an old smugglers' passage behind the wet stone|it restores a bridge or ferry system in partial working order|it marks the dangerous pools from the safe ones|it exposes where the cave folk hid their trade goods|it changes which exits are reachable without swimming
dwarven,faction_culture,salvage crews with guild habits they no longer deserve|underworks claimants who still speak in work orders|mutineers' descendants raised on grudges and warm ducts|lock-quarter squatters who value iron above kin|wage thieves pretending to be rightful heirs|forge holdouts with an old chain of command|ore-cutters turned tunnel wolves|mechanism keepers convinced the halls remain theirs by law
dwarven,faction_loadout,chain hooks stamped shields and miner lamps|boiler hammers crossbows and lift keys|ore picks gauntlets and riveted mail|sledge mauls pry bars and furnace masks|short spears coil ropes and wedge shields|hand axes tool belts and heavy leather aprons|locking bars hatchets and plate scraps|piston bows iron bucklers and breaching wedges
dwarven,faction_tactic,hold doorways and dare enemies to push|fall back through machinery they alone understand|jam routes behind them and fight from prepared ground|strike supply-bearers before armored delvers|favor disciplined volleys over glorious charges|turn work gear into battlefield problems|retreat only toward heat locks or lift cages|use falling weight and bad footing as force multipliers
dwarven,monster_family,slag mites|boiler rats|gear bats|ore crawlers|chain eels|furnace beetles|dust drakes|sump lizards
dwarven,monster_role,swarmers|scuttlers|pipe-nesters|scrap feeders|crevice lurkers|heat seekers|nocturnal scavengers|shaft dwellers
dwarven,monster_trait,drawn to warmth and lamp oil|nest in ducts and dead machinery|eat leather glue and soft metals|flee hammer-rings but follow fresh blood|breed in slag piles and ash hoppers|drop from pipework when the room gets loud|swarm over unattended packs and boots|go where the vibrations promise food
dwarven,monster_sign,nests packed into dead vents|chewed leather straps near a boiler|small tracks in iron dust|shed shells in the slag runs|scrap heaps disturbed overnight|gnawed lamp wick and cold grease|claw marks on pipe insulation|tiny bones in lift corners
dwarven,trap_telegraph,the warning runes were removed from exactly the part of the wall you want to trust|grease marks old boot scars and mangled metal all point away from the obvious route|the room was built to move weight and still looks proud of it|the work floor is cleaner than any abandoned place should be|a maintenance path exists which means the public path is probably the bait|broken tools lie where they were dropped mid-task for reasons no one had time to explain|every safe-looking surface is precisely the sort of thing this culture would make deadly on purpose|the mechanism is old but not dead and the nearby dead prove the difference matters
dwarven,trap_trigger,when too much weight hits the wrong plate the whole line wakes|when the brake is released in the obvious order the room becomes a machine again|when a chain is cut or trusted the trap takes that personally|when the first person commits to the floor the second pays for it|when the wrong latch is forced the maintenance solution becomes the kill solution|when a valve is spun for speed instead of sense the chamber answers in steam and iron|when greed lingers near the heavy object the counterweight finally notices|when the group uses the lift as if it were made for escape the room proves otherwise
dwarven,trap_payload,blocks chains and pistons turn the chamber into an assembly line for crushed bodies|the trap weaponizes industrial timing not instant death but death you can hear coming|what begins as a slip becomes a sequence of impacts no armor was built to love|the room fills with steam sparks and moving iron that punish hesitation and bravery alike|the floor sections rotate drop and close like a machine solving for casualties|a maintenance cage becomes a coffin at speed|the chamber turns labor-saving design into murder-efficient design|the trap works because dwarven engineering was never built for forgiving fools
dwarven,trap_aftermath,anyone who survives does so bruised deafened and short of gear|the room can be crossed again but only by people who understand what nearly killed them|broken metal litters the chamber afterward making a second pass dangerous in different ways|survival often means being separated from allies by the same machinery that failed to kill you|the noise carries far and means trouble elsewhere in the complex|the chamber teaches respect for the works in the least negotiable way possible|what it spares in flesh it often takes in supplies light or time|the trap never fully stops being dangerous and only changes shape after the first victim
dwarven,puzzle_device,rune block|gear stack|counterweight tree|brake lever array|sluice control bank|mint die rack|ore grade panel|boiler manifold
dwarven,puzzle_input,weights of iron and slag|runes in the right order|valves set by pressure not color|counterweights on separate chains|mint dies by denomination|ore samples by cut and purity|brake levers with hidden dependencies|survey markers read as an engineer would
dwarven,puzzle_logic,respecting maintenance logic instead of ceremonial logic|thinking like a foreman rather than a thief|reading function from wear grease and tool marks|understanding that the room was built to fail safe for workers not intruders|sequencing operations so pressure never spikes|matching load to route instead of symbol to symbol|seeing which parts were added later by desperate hands|accepting that the dwarf answer is practical not mystical
dwarven,puzzle_result,it opens a service route hidden behind work panels|it powers a lift or gate long enough to exploit|it turns off a line hazard elsewhere in the complex|it exposes the safe path through a mechanism room|it brings a dead section of the works briefly back to life|it reveals the foreman's intended bypass|it unlocks storage built for emergencies not visitors|it changes the dungeon's circulation in a way only workers would notice
demonic,faction_culture,heretic cells sharpened by fear and doctrine|cult scavengers hiding inside liturgy and smoke|mourning crews turned zealot by bad theology|underchurch gangs who use faith as camouflage|knife-priests with no god left but the rite|grave workers absorbed into a private religion|tallow traders guarding their own blasphemies|broken penitents who think terror is holiness
demonic,faction_loadout,ritual knives censers and chain whips|black candles hooked blades and funeral masks|rope collars barbed lashes and altar picks|sacrament bowls cleavers and patched vestments|hook poles bone clubs and oilskin aprons|crossbows hidden under mourning cloth|torch forks butcher saws and prayer strips|tallow bombs iron brands and confession keys
demonic,faction_tactic,break morale before they close for the kill|use fear smoke and bad acoustics to split parties|retreat through shrine rooms seeded with smaller dangers|sacrifice ground to gain ritual advantage|fight dirtiest near altars pits and confessionals|harass torchbearers and drag down the pious first|treat every doorway like a sermon about murder|force intruders to choose between speed and silence
demonic,monster_family,candle ghouls|grave wasps|bone dogs|crypt ravens|red mites|altar leeches|char spiders|tallow slugs
demonic,monster_role,swarmers|lurkers|scavengers|torch-hunters|altar nesters|corpse feeders|ceiling lurkers|carrion drinkers
demonic,monster_trait,drawn to fresh flame and opened skin|hide in confessionals and behind drapery|breed around tallow and grave grease|strip the fallen before the living can blink|follow the smell of fear and blood|gather where rites are interrupted|cling to ceilings over altars|flare into violence when bells or chants stop suddenly
demonic,monster_sign,old wax webs in the corners|small bones licked clean under pews|bloodless scraps left by the drain|burned insect husks around candles|scratch marks inside confession screens|chewed prayer strips and grease trails|nesting made from black vestments|half-eaten carrion tucked behind altars
demonic,trap_telegraph,the floor channels the hooks and the polished kneelers were built for more than worship|every pious-looking route seems designed to put a body in front of something sharp|the room smells like old blood because it was meant to|warnings have been hidden under doctrine and decoration rather than removed|the faithful dead stop short of a part of the floor that visitors want to trust|there are too many convenient ropes for a room with no honest labor left in it|anything centered in this place is probably meant for sacrifice first and prayer second|the chamber invites ritual behavior because it puts bodies exactly where the architects wanted them
demonic,trap_trigger,when someone follows the obvious rite the room answers with murder|when blood flame or kneeling weight touches the wrong place the chamber wakes|when the altar is disturbed before the room is understood the trap takes offense|when a confession latch is tried in panic the killing geometry begins|when the party clusters for courage the chamber rewards the habit badly|when anyone reaches for the prize too early the shrine chooses a victim|when chanting light and motion line up wrong the old rite resumes automatically|when the first scream sounds the room has already moved to its next stage
demonic,trap_payload,hooks flames and shifting floors turn devotion into a slaughter pattern|the trap weaponizes ritual order so every pious instinct becomes a liability|the room does not merely injure and stages a killing in acts|a false sanctuary becomes a grinder of doors blades and panic|the chamber uses blood logic and forces survivors to pay again for rescue|heat chains and blind corners make the whole room complicit in the kill|what starts as a trap becomes a rite of selective butchery|the design is cruel because cruelty here was always mistaken for revelation
demonic,trap_aftermath,those who live are marked scorched or bled enough to feed the next horror|the room leaves just enough silence afterward to hear worse things arriving|survivors carry the smell of the chamber and predators seem to notice|the failed rite does not truly end and lingers in the space and the survivors|bodies left here become warnings bait or part of the mechanism|the room teaches caution through spectacle and pain rather than fairness|once triggered it changes nearby rooms by spreading fear smoke and noise|the chamber remains holy to someone which makes revisiting it even worse
demonic,puzzle_device,altar chain frame|bone dial|mask rack|confessional wheel|candle ladder|blood basin array|sigil panel|funeral gate
demonic,puzzle_input,ritual masks|measured offerings|candle counts|named sins|sigils in sequence|bells rung by interval|bone markers by rank|blood or oil in correct measure
demonic,puzzle_logic,following liturgy without believing it|noticing what the heretics changed from the original rite|treating blasphemy like engineering rather than mystery|reading fear wear and soot as instructions|giving the shrine exactly enough of what it asks and no more|understanding that the room wants precision not reverence|seeing that the rite was built to open and conceal at once|working around doctrine to find the machine beneath it
demonic,puzzle_result,it opens a heretic route hidden behind ritual furniture|it suppresses one shrine hazard while exposing another path|it reveals which altar is false and which door is real|it opens a confessional crawl too small for a fight but big enough for a delver|it unlocks a route the cult reserves for itself|it exposes a secret store or prisoner hold|it changes the meaning of nearby symbols and routes|it proves the lower chapel was built around a mechanism not a miracle
rooted,faction_culture,burrow clans living by theft and tunnels|cellar cultists who think decay is revelation|foragers hardened by hunger and spore fever|garden raiders who treat ruins like orchards|root-road squatters holding dry rooms at knife point|shrine scavengers buried up to the neck in old grudges|mushroom farmers armed like desperate poachers|ditch-born survivors who know the undergrowth better than maps
rooted,faction_loadout,thorn spears pruning hooks and mud shields|snare cords fungal bombs and hatchets|shovels skinning knives and root-cut saws|nettle darts wicker armor and hooked poles|short bows cellar spades and burlap masks|rat clubs bone knives and rot-stained cloaks|garden forks sickles and rope harnesses|pit traps slings and scavenged mail scraps
rooted,faction_tactic,bleed intruders by inches and let the dark do the rest|split parties into narrower burrows before committing|retreat through roots no outsider can read|fight dirtiest near pits and fungal rooms|harass from cover until someone coughs or panics|use small bodies and tight spaces as battlefield leverage|turn the terrain into a partner not a backdrop|circle through burrows and strike from the floor or walls
rooted,monster_family,root spiders|spore bats|grave rats|burrow eels|mold hounds|thorn beetles|worm knots|cellar toads
rooted,monster_role,swarmers|lurkers|nesters|burrowers|scavengers|pit dwellers|ceiling clingers|pack hunters
rooted,monster_trait,drawn to rot and blood|breed in mulch pits and collapsed drains|sleep in root walls until vibration wakes them|follow coughing and panic|gnaw through sacks bedrolls and soft wood|swarm anything trapped or slowed by the terrain|cling to damp masonry and drop from above|thrive where fungus and carrion meet
rooted,monster_sign,chewed roots and wet droppings|small tunnel mouths opened overnight|fungus stripped from the lower walls|nests of leaves cloth and bone|slick trails through mud no boots made|rat gnawing on old shrine wood|soft movement behind living walls|burrow spoil where no one dug by hand
rooted,trap_telegraph,the room offers dry footing where the rest of the site does not|roots have been cut back here in lines too neat to be natural|the floor is layered in old loam over something built to move|the safest-looking wall is alive enough to be dangerous|small bones vanish into the earth in one particular place|the air is too still for a room this overgrown|everything invites you toward the center while the edges look unpleasant but survivable|the warning is in the growth itself because this patch was shaped not merely grown
rooted,trap_trigger,when someone cuts the wrong vine the room answers immediately|when too much weight trusts the dry center the living floor gives way|when blood hits the growth the trap becomes hungry|when a door is forced instead of coaxed the roots choose violence|when the party crowds into the same patch of ground the chamber takes its chance|when anyone leans on the safe wall the room proves it is not wall enough|when the wrong pod is broken the air becomes the weapon|when panic drives movement the trap gets better at its job
rooted,trap_payload,roots spores and collapsing earth turn the chamber into a patient execution|the trap constricts blinds and isolates before it truly harms|the room punishes speed by turning escape routes into feeding routes|what looks like a pit is only the first half of the kill|the chamber weaponizes bad air grabbing growth and the fear of being buried alive|it is less a single strike than a system for making rescue impossible|the room kills by taking footing breath and line of sight in that order|the growth behaves like a trap because someone taught it to
rooted,trap_aftermath,survivors leave marked by spores cuts and a new respect for the floor itself|the room becomes harder to trust afterward because surviving it wakes more of the site|bodies lost here often remain visible just enough to tempt rescue|the chamber leaves gear swallowed buried or hanging where reaching it is another risk|what escapes often carries spores noise and panic into the next room|the trap does not fully end and keeps eating time air and nerve|returning through it is possible but only for people willing to remember exactly how it tried to kill them|it teaches that the green dark is not scenery
rooted,puzzle_device,root lattice|seed dial|drain gate|idol socket frame|fungus shelf bank|burrow marker wall|sap bowl array|moon well ring
rooted,puzzle_input,seeds by kind|fresh water in exact measure|root knots loosened in sequence|fungus caps sorted by color and age|old shrine faces turned the right way|burrow marks read as instructions|sap flow redirected through cut channels|small offerings placed where growth can reach them
rooted,puzzle_logic,treating the room like a garden gone feral|reading living growth as history and tool|understanding what was cultivated and what merely spread|noticing which parts of the system still respond to care instead of force|sequencing cuts so the room opens instead of closing around you|using water and patience where fire would ruin everything|seeing that the roots remember old architecture|working with the site as ecology not just obstacle
rooted,puzzle_result,it opens a dry burrow route or hidden cellar|it causes the growth to withdraw from one key passage|it reveals what the cult built inside the living maze|it turns a feeding room into a crossing for a while|it exposes a store of herbs coins or older keys|it redirects danger into another corridor|it shows how the undergarden was once maintained|it changes the safe ground in nearby rooms
frost,faction_culture,winter survivors living in the teeth of the dead|barrow claimants hardened by hunger and cold law|grave thieves who know warmth is more precious than silver|ritual holdouts preserving old ways for practical reasons|cold-road scavengers who travel by instinct and luck|snowbound squatters clinging to one heated room|mourning cultists who fear thaw more than death|crypt raiders who measure time in lamp heat and fingers lost
frost,faction_loadout,fur cloaks ice picks and iron-shod staves|short bows seal-fat lanterns and grave knives|sled hooks hatchets and layered wool|cold masks shields and antler spears|rope crampons axes and thaw charms|burial shields hooked blades and heavy mitts|ice saws bucklers and frost-stiff leather|javelins sled runners and iron prayer chains
frost,faction_tactic,force enemies to spend heat time and blood together|yield cold ground to win warmer ground later|circle toward exits and cut them off with weather and doors|fight only where footing favors the acclimated|harry torchbearers and anyone breathing hardest|retreat through cold rooms that kill pursuers slower than locals|bleed opponents into exhaustion before committing|use the environment like an accomplice with no pity
frost,monster_family,frost mice|grave crows|ice lice|crypt wolves|white bats|rime leeches|snow spiders|barrow worms
frost,monster_role,swarmers|lurkers|ceiling nesters|cold scavengers|pack followers|corpse pickers|burrowers|heat seekers
frost,monster_trait,follow warmth through stone and cloth|breed in fur piles and burial stuffing|wait where thaw water gathers|feed first on the weak and frostbitten|swarm the fallen before the living can recover them|cling to ceilings over braziers and lanterns|emerge when doors are opened after long cold|trail blood that has only just thawed
frost,monster_sign,frost disturbed by tiny claws|fur nesting in burial niches|small trails of melt and refreeze|stripped corpses with only the frozen parts left|droppings in the warmest corners|spider silk glazed with rime|teeth marks in leather and boot tops|ice broken from within a hole too small for a person
frost,trap_telegraph,the chamber is warmer cleaner or easier than the rest of the crypt for no honest reason|frost patterns stop along lines too straight to be natural|the dead nearest the center died reaching outward not onward|the room holds cold like a clenched fist and seems proud of it|a door or latch shows recent use in a place that should have none|warmth lingers only where standing would be worst|the ice has been broken and refrozen more than once by hands that did not live long after|the room's stillness feels preserved rather than accidental
frost,trap_trigger,when heat breath or body weight crosses the wrong threshold the chamber closes on it|when a warmed latch or hinge is trusted the room answers with stored winter|when the group bunches to conserve heat the trap gets exactly what it wanted|when the wrong door opens the cold is released like a weapon|when anyone rests where the room seems safest the killing sequence begins|when weight shifts onto the glazed center line the floor and air betray together|when a chain is rung or a brazier disturbed the chamber remembers its purpose|when panic makes people breathe harder the trap improves
frost,trap_payload,the room kills with exposure footing and sealed exits rather than a single dramatic strike|ice draft and hidden drops work together to turn bravery into frostbitten stupidity|the trap makes rescue a heat problem before it becomes a blade problem|what seems like a slip becomes a long cold death unless someone pays dearly to intervene|the chamber punishes the living by making them suddenly and brutally aware of temperature|a freezing draft and collapsing footing sort the prepared from the dead|the room weaponizes winter itself and lets iron finish whatever cold begins|it is a trap built by people who trusted climate more than craftsmanship
frost,trap_aftermath,survivors lose time heat and fingers even when they win|anyone who lives through it learns how little gear separates caution from burial|the room remains feared because the cold it unleashes lingers long after the mechanism stops|the dead it leaves behind become warnings caches or both|escaping it often means reaching the next room already compromised|the trap teaches respect without offering much forgiveness|what it fails to kill directly it marks for the rest of the site|crossing it once never makes the second time comfortable
frost,puzzle_device,rime dial|thaw brazier array|burial mask stand|oath tablet rack|lantern well|ice mirror line|antler gate frame|cedar incense wheel
frost,puzzle_input,heat in measured amounts|oath tablets by station|masks matched to the proper dead|lantern light reflected by angle|antler keys set by rank|cedar smoke timed to draft|grave goods placed in correct order|footsteps taken in ritual sequence
frost,puzzle_logic,balancing heat with restraint rather than abundance|reading funeral protocol from what survived the robbers|understanding that the room was built to honor rank and weather at once|using reflection frost and breath as part of the mechanism|treating the crypt like a memory palace for the dead|noticing what thaw changes and what it reveals|working against cold without awakening the trap layer beneath it|accepting that respect and practicality were once the same thing here
frost,puzzle_result,it opens a burial road or hidden winter passage|it reveals which doors answer warmth and which answer oath|it thaws a route briefly before the cold reclaims it|it exposes grave goods a key cache or a safer crossing|it marks a path through rooms built to confuse the living|it quiets one cold hazard and wakes another farther off|it shows how the dead were meant to be approached|it turns ceremony into navigation
reliquary,monster_trait,gather where incense once masked carrion|breed in bell lofts and damp vestries|prefer the shadow behind the holiest objects|learn the timing of prayer and intrusion alike|feed first on cloth, then flesh, then bone|swarm toward spilled grave oil and lamp fat|hide beneath bier covers and altar cloth|cling to grates over burial drains|return to the same feeding niches nightly|leave the sanctum only when hunger outruns fear|shadow the living as if joining procession|treat stillness as invitation and noise as alarm
